75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,75
75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75
75,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,75
75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75
75,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,75
75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75
75,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,75
75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75
75,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,75
75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75,96,75
75,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
